Year,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065
1600000US1245060,0.010959,0,0.013699,0.0027322,0,0,0,0,0,0.0027397,0.010959,0.0027322,0,0,0.0027397,0,0.0082192,0.016438,0.0054795,0,0,0,0,0,0,0,0.0027397,0,0.0054795,0,0.0027397,0,0.010959,0,0,0.0054645,0,0,0,0,0.032877,0,0,0,0
1600000US1245975,0.010959,0,0,0.0027322,0,0.0027397,0,0,0,0,0.010959,0.0054645,0,0,0.0027397,0,0.0082192,0.016438,0.0054795,0,0,0,0,0,0.0027397,0,0.0027397,0,0.0054795,0,0.0027397,0,0.0054795,0,0,0.013661,0,0,0,0,0.030137,0,0,0,0
1600000US1253000,0.0054795,0,0,0,0,0,0.0027397,0.0027322,0.010959,0.0027397,0,0.0027322,0,0,0.0054795,0,0.0054795,0.019178,0.0027397,0.010929,0,0.0027397,0,0,0.010959,0,0.0054795,0,0,0,0,0,0.0027397,0,0.0082192,0.013661,0,0,0,0,0,0.0027397,0,0.0054645,0
1600000US1254000,0.0054795,0.0027397,0,0,0,0,0,0,0.0027397,0,0.013699,0.0054645,0,0.0027397,0,0,0.013699,0.013699,0,0,0,0,0,0.0027322,0.0054795,0,0.021918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0.0027397,0,0.013661,0
1600000US1255775,0.010959,0,0,0.0027322,0,0.0027397,0,0,0,0,0.010959,0.0054645,0,0,0.0027397,0,0.0082192,0.016438,0.0082192,0,0,0,0,0,0.0027397,0,0.0054795,0,0.0054795,0,0.0027397,0,0.0054795,0,0,0.013661,0,0,0,0,0.027397,0,0,0,0
1600000US1258715,0,0,0,0,0,0,0,0,0.0027397,0,0.010959,0.0054645,0,0.0082192,0.0027397,0,0.0082192,0.016438,0.0054795,0.0054645,0,0,0,0.0027322,0.0082192,0,0.0027397,0,0,0,0,0,0,0,0.0027397,0.0054645,0,0,0,0,0.0054795,0,0,0,0
1600000US1263000,0.016438,0.0027397,0,0,0,0.010959,0.0027397,0.0054645,0.0027397,0.0027397,0,0.0054645,0,0.0054795,0,0,0.0082192,0.0054795,0,0.013661,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0.0027322,0,0,0,0.0054645,0,0,0.0054795,0,0
1600000US1270600,0,0,0.0054795,0,0.0027397,0,0,0.0027322,0.0027397,0,0,0,0,0.0027397,0,0,0,0.0054795,0.0027397,0,0.0054795,0.0027397,0,0,0.0082192,0,0,0.0054645,0,0,0,0,0,0,0,0.0054645,0,0.0054795,0.010959,0.0027322,0.0027397,0.0082192,0,0.0081967,0.0027397
1600000US1271000,0.0054795,0.0027397,0,0,0,0.0082192,0.0027397,0.0054645,0.0054795,0,0,0.0054645,0,0.0027397,0,0,0.019178,0.013699,0,0.0054645,0,0,0,0,0.010959,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0.0054795,0,0
1600000US1276600,0.0082192,0,0,0,0,0,0,0,0.0027397,0,0.016438,0,0,0.0027397,0.0054795,0,0.0082192,0.016438,0.0054795,0,0,0,0,0,0,0,0.013699,0,0.0054795,0,0.0027397,0,0.0082192,0,0,0.010929,0,0,0,0,0.0054795,0,0,0,0
1600000US1304000,0,0,0,0,0,0.0027397,0,0.0054645,0,0,0,0,0,0.0027397,0,0.0027322,0,0.0027397,0,0,0,0,0,0,0,0,0.0027397,0.010929,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0.0054795,0,0,0.0054795
1600000US1319000,0.0027397,0,0.0027397,0,0,0.0027397,0,0,0,0,0,0,0,0.0027397,0,0.0027322,0,0.021918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0.0054645,0,0,0,0,0.0027397,0,0,0,0.0027397
1600000US1369000,0,0,0.0027397,0,0,0,0.010959,0.0027322,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0.0027397,0,0.0027397,0.0054795,0,0,0,0.0082192,0,0,0.0027397,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0.0027322,0.0054795
1600000US1912000,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0.0027397,0,0,0,0,0.0054645,0.0054795,0,0.0054795,0.0054645,0.0027397,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0.0054795,0,0,0.0027322,0
1600000US1919000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0027322,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0
1600000US1921000,0,0,0.0054795,0,0,0,0,0,0.013699,0,0,0,0.0027397,0.0082192,0.0027397,0,0,0,0.0027397,0,0.0054795,0,0.0027397,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0054645,0,0.0027397,0.0027397,0,0.0027397,0.0027397,0.0027397,0,0
1600000US1608830,0,0,0,0,0,0.0054795,0.013699,0,0.0027397,0.0027397,0.0054795,0.013661,0.0027397,0,0,0,0.0027397,0,0,0.0054645,0.0027397,0.0027397,0.013699,0,0,0,0,0.0027322,0.0027397,0.0054795,0.010959,0,0,0,0,0,0.0027397,0,0.0027397,0.0054645,0,0.0027397,0,0.0054645,0
1600000US1703012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0
1600000US1714000,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0027322,0.0027397,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US1723074,0,0,0,0.0027322,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0.0027397,0.0027397,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0
1600000US1738570,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US1751622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US1759000,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US1765000,0,0,0,0.0027322,0,0,0,0,0.0054795,0,0,0,0,0.0027397,0,0,0,0,0,0.0081967,0.0027397,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0
1600000US1772000,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US1822000,0.0027397,0,0,0,0.0054795,0.0027397,0,0,0,0,0,0.0027322,0.0027397,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010959,0,0,0,0,0,0,0,0,0,0,0,0
1600000US1825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0
1600000US1836003,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0
1600000US1871000,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2036000,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027322,0,0.0027397,0,0,0,0,0,0,0,0.0027397,0.0027397,0.0027322,0
1600000US2052575,0,0,0.0027397,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0.0027322,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0
1600000US2053775,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0.0027397,0.0027397,0.0027322,0
1600000US2071000,0,0,0.0027397,0,0,0,0,0,0,0,0.0027397,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0.0027397,0.0027397,0.0027397,0,0,0,0.0027397,0,0,0.0027397,0,0.0054645,0
1600000US2079000,0,0,0,0,0,0,0,0,0.0027397,0,0,0.0027322,0,0,0,0,0,0,0,0.0081967,0,0,0,0,0,0,0,0,0,0.0027397,0.0027397,0.010929,0.0027397,0.0027397,0.0054795,0,0,0,0.0054795,0,0,0,0,0,0
1600000US2146027,0,0,0,0,0.0027397,0.0027397,0,0,0,0,0,0,0.0027397,0.0027397,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0.0027397,0,0,0,0.0054795,0,0
1600000US2205000,0.0054795,0,0,0,0,0.0082192,0,0,0,0,0,0,0.0027397,0.024658,0,0,0,0.0027397,0,0,0,0,0.013699,0.0081967,0.0054795,0,0.0027397,0,0,0,0,0,0,0,0,0.0054645,0,0.010959,0,0.0027322,0.0082192,0,0.0027397,0.0027322,0.0027397
1600000US2240735,0.0054795,0,0,0,0,0.0082192,0,0,0,0,0.010959,0,0,0.016438,0,0,0.0027397,0,0.0027397,0,0.0054795,0,0.019178,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0.019178,0,0,0,0,0.0027397,0,0
1600000US2255000,0.013699,0,0,0,0,0,0,0,0.0027397,0,0.0054795,0,0.0054795,0.0027397,0.0027397,0,0,0.0082192,0.0027397,0.0027322,0.013699,0,0.0054795,0.0054645,0.0082192,0.0027397,0,0.0027322,0,0,0.0027397,0,0,0.0027397,0.0027397,0,0,0.016438,0,0.0054645,0,0,0.0054795,0,0
1600000US2270000,0.0082192,0.0054795,0,0,0.0027397,0.0054795,0,0.0027322,0,0,0,0,0,0.0082192,0.010959,0,0,0,0,0,0.0027397,0,0.0082192,0.0054645,0.0082192,0,0.0027397,0.0027322,0,0,0.0027397,0.0027322,0,0.0027397,0,0,0.0027397,0.0082192,0,0.010929,0,0,0,0,0
1600000US2507000,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0,0.0027397,0,0,0
1600000US2511000,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0027397,0,0,0
1600000US2537000,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0.0027397,0,0,0
1600000US2567000,0,0,0,0,0,0,0,0.0027322,0,0,0,0.0054645,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0054795,0,0.0027397,0,0,0,0,0.0027397,0,0,0
1600000US2582000,0,0,0,0,0,0,0,0.0027322,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0,0.0027397,0,0,0
1600000US2404000,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0.0027397,0,0,0,0
1600000US2360545,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2603000,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0
1600000US2622000,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2634000,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2646000,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0
1600000US2676460,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2684000,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2743000,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0.016393,0,0,0,0,0,0,0,0,0,0,0.013699,0,0.0082192,0,0.0054795,0,0,0,0,0,0
1600000US2754880,0,0,0.0054795,0,0.0027397,0,0,0,0,0,0,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.0054795,0,0,0,0,0,0,0,0
1600000US2758000,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.0082192,0,0.0054795,0,0,0,0,0,0
1600000US2915670,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0.0054795,0,0.0054795,0,0.0082192,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2935000,0,0,0,0.0027322,0,0.0027397,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027322,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0.0027397,0.0027322,0
1600000US2938000,0,0,0,0.0027322,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0.0027397,0.0027322,0
1600000US2970000,0,0.0027397,0,0.0027322,0.0027397,0.0027397,0,0,0,0,0.0027397,0,0,0.0027397,0,0,0.0027397,0,0,0,0.0027397,0,0.0027397,0.0027322,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0.0027397,0,0,0,0
1600000US2965000,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.013699,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2836000,0,0.0054795,0,0,0,0.010959,0,0,0,0,0,0,0,0.016438,0.0054795,0,0,0.013699,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019178,0,0.0027322,0.0082192,0,0,0.0027322,0
1600000US3006550,0.0082192,0,0,0,0,0,0.0054795,0,0.0027397,0,0,0,0,0,0.0082192,0.0027322,0,0,0.0054795,0.0054645,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0054645,0,0,0,0.0027322,0,0,0,0,0
1600000US3712000,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0
1600000US3719000,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0082192,0,0,0,0,0.0054645,0,0,0.0027397,0.0027322,0,0,0,0,0.0054795,0,0,0,0
1600000US3722920,0,0,0,0,0,0,0.0027397,0,0,0,0.0054795,0,0,0.0027397,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0.010959,0,0,0,0,0.0027322,0,0,0,0.0054645,0,0,0,0,0,0,0,0.0027322,0.0027397
1600000US3728000,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0.0027397,0.010959,0,0,0,0,0.0054645,0,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0
1600000US3731400,0.0027397,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0.010959,0,0,0,0,0.0054645,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0
1600000US3755000,0,0,0,0,0,0,0.0027397,0.0027322,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0.0027322,0,0,0,0,0.0054795,0,0,0,0
1600000US3774440,0,0,0,0,0,0,0.0027397,0.0027322,0.0082192,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082192,0.0027397,0,0,0
1600000US3775000,0.0027397,0,0.0027397,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0.0027397,0,0,0,0.0027397,0,0
1600000US3825700,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0.0082192,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0
1600000US3128000,0,0.0027397,0.0027397,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0.0054795,0,0,0,0,0.0027397,0.0027397,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0.0027397,0.0027397,0.0054645,0
1600000US3137000,0,0.0027397,0.0027397,0,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0.0081967,0,0,0,0,0,0,0.0027397,0.0027322,0
1600000US3345140,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.0027397
1600000US3421000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0,0,0,0.0027397,0,0,0
1600000US3436000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3451000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.010959,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3457000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3502000,0.0027397,0,0,0.0027322,0,0,0,0.0081967,0,0.0054795,0.0027397,0,0,0.0027397,0.019178,0,0.0027397,0,0,0.0027322,0,0.0027397,0.019178,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0.0027397,0,0.0054645,0.0027397,0.0054795,0,0.0027322,0
1600000US3231900,0,0.0054795,0,0,0.0027397,0,0.019178,0.010929,0,0,0,0.0081967,0,0,0.010959,0,0,0,0.0082192,0,0.019178,0.0082192,0.0027397,0,0.0027397,0.0082192,0,0.010929,0,0,0.0054795,0,0.010959,0.0027397,0.0027397,0.010929,0.0027397,0,0.013699,0.0081967,0.0082192,0,0,0.010929,0.027397
1600000US3240000,0.0027397,0.0054795,0,0,0,0,0.010959,0,0,0.0027397,0,0.0027322,0,0.0054795,0.019178,0,0,0.010959,0.013699,0,0.010959,0.0082192,0,0,0.0027397,0.0082192,0,0.0054645,0,0,0,0,0.0082192,0.0082192,0.0027397,0.0054645,0,0.0027397,0,0.010929,0,0,0,0.0054645,0.0027397
1600000US3251800,0.0027397,0,0,0,0.0027397,0.0027397,0.013699,0,0,0,0,0,0,0,0.016438,0,0,0.0054795,0.013699,0,0.0054795,0.0082192,0.0027397,0,0.0027397,0.0082192,0,0.0081967,0.0027397,0,0,0.0027322,0.0027397,0,0.010959,0.0054645,0,0,0,0.0081967,0,0,0.0027397,0.0054645,0.0027397
1600000US3260600,0,0,0,0,0,0,0,0.0027322,0.0054795,0,0.0027397,0.0054645,0,0,0.0054795,0,0,0.0054795,0.0027397,0,0,0.0027397,0,0.0027322,0,0,0,0.0054645,0,0.0027397,0,0.0027322,0.0027397,0.010959,0.0027397,0,0.0027397,0.0054795,0.0082192,0.0054645,0,0.0027397,0.024658,0.0027322,0.0082192
1600000US3611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0
1600000US3651000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3663000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US3673000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0.0082192,0,0,0,0,0,0,0,0,0,0,0,0
1600000US3684000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0.0027397,0,0,0.0027397,0,0.010959,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US3915000,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0.010959,0.0027397,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0.010959,0,0
